study_hours_per_day,phone_usage_hours,social_media_hours,youtube_hours,gaming_hours,breaks_per_day,coffee_intake_mg,assignments_completed,attendance_percentage,focus_score,sleep_hours,stress_level,exercise_minutes,productivity_score,productivity_label
9.11,2.4,2.31,1.7,4.71,9,229,14,61.13,77,7.635,3.0,80.0,93.77068831174036,High
6.95,3.4,6.87,4.59,4.27,1,95,9,96.32,53,7.59,9.0,58.0,62.58718709434957,Medium
9.46,4.99,4.62,4.07,0.41,11,157,6,47.12,67,5.565,4.5,25.0,69.30781931266385,Medium
1.95,5.76,6.03,4.19,0.08,14,95,9,53.71,97,6.09,4.5,102.0,73.82035139278278,High
9.45,6.74,2.72,5.14,4.66,9,194,12,51.97,52,5.65,6.0,37.5,51.21924141999556,Medium
2.52,0.94,1.11,5.74,1.12,7,409,16,46.42,42,5.640000000000001,5.0,59.5,64.21499570370327,Medium
5.69,1.28,1.19,5.89,1.98,4,461,3,54.04,63,5.01,6.0,59.5,75.52158650711347,High
5.14,5.9,1.32,5.89,3.33,8,228,7,78.78,38,8.075,5.5,97.5,71.81013967364021,Medium
5.37,11.06,1.61,5.25,3.16,11,318,9,55.63,97,5.55,6.5,56.0,65.28317309844421,Medium
3.04,9.04,7.06,3.55,0.93,14,366,4,64.17,81,4.455,6.0,49.5,48.54019714601365,Low
7.92,6.74,3.92,1.49,0.4,1,411,4,91.51,94,6.035,6.0,62.0,94.3418787766968,High
7.55,0.83,1.77,0.07,3.97,9,185,9,82.7,39,5.63,8.5,90.5,79.85385944517867,High
9.56,1.29,5.02,2.11,5.14,4,139,6,99.53,99,5.58,4.5,49.0,94.8414258302426,High
5.32,7.74,0.67,4.94,5.91,11,447,6,46.59,71,5.58,7.5,40.0,53.84001895244595,Medium
5.71,2.7,1.47,4.23,3.31,4,346,1,53.14,78,8.945,4.5,27.0,75.14952869648175,High
9.08,7.12,4.43,0.84,3.41,8,270,4,83.96,78,7.939999999999999,6.5,81.5,77.58950687795863,High
9.23,5.72,3.88,0.0,4.5,5,389,2,56.48,64,7.34,2.5,23.5,80.88224763174266,High
6.67,2.62,1.78,1.58,1.48,5,212,3,53.41,88,8.02,6.5,38.5,82.31286659124683,High
8.29,5.85,0.38,4.62,4.6,3,64,3,79.25,81,7.9,4.5,84.0,95.56234738342496,High
5.3,10.7,4.81,3.99,0.9,2,238,4,51.99,84,7.43,5.5,80.5,61.450684415957454,Medium
4.19,3.08,7.08,3.95,3.55,1,342,1,42.97,48,7.68,5.5,56.0,38.751817311476735,Low
8.71,11.5,6.15,4.18,5.87,7,115,2,52.78,48,8.055,4.0,66.0,38.6474361885289,Low
7.88,3.14,1.61,1.63,2.29,2,383,5,46.42,31,7.38,5.5,74.5,85.53298749468033,High
2.8,5.75,5.58,3.55,2.46,10,133,6,49.03,37,6.29,6.5,20.5,46.608735832269886,Low
0.95,8.81,1.85,5.88,4.86,13,154,10,79.8,94,4.66,7.0,36.5,50.55152311673785,Medium
5.87,9.41,6.12,1.68,3.29,1,496,9,46.83,51,7.595000000000001,2.0,38.0,62.94834378746667,Medium
8.5,4.07,6.04,5.19,5.36,3,60,7,65.69,93,7.51,6.0,47.0,69.5272093360383,Medium
2.85,0.69,1.77,5.44,1.4,3,334,7,91.43,60,7.314999999999999,4.0,76.5,72.11095816801391,High
7.79,7.7,0.16,2.39,4.52,11,391,7,44.77,62,7.31,3.0,40.0,71.01720693567616,Medium
4.43,4.21,4.18,0.45,5.55,13,344,4,65.4,96,4.835,6.5,56.0,45.45773418670359,Low
3.69,6.49,5.05,5.96,2.83,12,159,17,99.69,79,8.440000000000001,5.0,58.5,81.8071743229057,High
2.14,1.24,2.19,0.56,3.92,8,423,10,89.73,31,6.65,6.5,67.5,52.13040380834983,Medium
9.38,5.0,3.35,4.97,3.35,14,31,7,47.17,87,7.35,7.5,75.0,91.77268743969324,High
2.64,7.76,3.67,2.08,3.59,2,300,18,41.01,76,6.49,7.5,63.5,62.1457517450786,Medium
3.15,1.46,5.83,3.66,3.92,9,334,3,58.21,79,6.37,4.5,39.0,78.64183028054127,High
3.65,5.94,1.56,1.8,1.44,7,25,11,93.11,63,6.835,6.0,46.5,67.12675546158415,Medium
3.2,5.53,0.74,2.25,1.63,6,344,19,43.29,59,7.13,6.5,84.5,75.83321908540171,High
2.05,4.09,2.16,1.7,2.02,2,370,9,55.0,55,6.495,5.5,87.5,60.33048733748667,Medium
3.87,11.84,3.98,1.23,1.12,4,440,2,92.44,65,7.965,3.5,81.5,64.68364509159825,Medium
4.98,11.7,1.11,2.17,5.13,5,145,12,69.9,69,4.725,5.5,40.0,58.24683164277897,Medium
5.74,6.13,1.83,5.19,1.85,2,210,13,47.07,76,4.96,5.0,87.0,73.26649982927049,High
1.99,2.67,3.97,0.49,3.45,7,433,5,69.44,76,5.69,3.5,82.0,56.33824099983683,Medium
7.9,5.86,5.77,0.07,0.77,4,465,0,53.22,62,6.475,4.5,66.5,60.27403716498674,Medium
3.46,10.25,0.21,1.42,3.27,9,304,16,45.19,66,6.244999999999999,4.0,74.5,64.31973490170081,Medium
9.22,4.46,4.57,5.08,3.16,6,473,16,86.46,54,6.18,5.0,87.5,84.83739047965723,High
3.63,4.42,3.07,5.58,2.99,9,306,1,74.91,96,6.77,3.0,81.0,62.25396639154138,Medium
8.7,9.8,4.5,4.88,3.51,7,211,11,99.35,75,6.435,4.5,49.5,79.13589701650649,High
3.85,7.72,5.12,0.23,0.52,5,397,19,62.89,33,5.44,5.0,81.0,69.72259508621346,Medium
5.31,5.16,0.3,1.17,5.91,11,375,11,69.82,70,5.875,3.5,69.5,71.93057914829065,Medium
4.04,6.46,4.31,1.98,5.43,5,330,16,48.8,83,9.23,4.5,33.5,64.67303079300146,Medium
4.18,7.34,7.56,4.1,1.17,7,489,19,89.77,31,8.085,4.5,51.0,65.52430714713633,Medium
6.38,2.35,3.38,1.96,3.9,9,24,19,52.4,67,8.5,3.0,88.5,100.0,High
7.08,5.99,7.3,2.97,4.08,14,259,0,55.38,98,4.845,7.0,50.0,54.06260365663383,Medium
8.77,6.52,7.77,0.24,0.63,8,349,9,94.06,92,5.865,5.5,57.5,78.49983383378115,High
5.91,11.95,4.96,0.22,0.55,8,336,8,83.13,83,5.01,6.0,47.5,56.40038173370089,Medium
2.56,3.41,4.14,4.39,3.04,1,382,19,63.98,76,7.955,6.0,81.5,81.54163402132389,High
9.9,3.35,6.18,0.63,5.28,13,212,13,43.98,53,8.219999999999999,4.5,48.0,73.23868675199792,High
7.0,9.25,6.31,1.65,0.18,12,321,19,66.8,51,7.6,6.0,21.5,68.29519108520805,Medium
4.06,4.35,4.99,0.03,1.77,7,334,15,86.8,56,7.555,7.0,56.0,54.3171751802568,Medium
9.7,1.15,0.0,3.29,5.35,1,314,6,98.02,89,5.885,7.0,31.0,84.89107452795781,High
9.61,11.52,5.22,3.26,1.94,7,350,1,40.6,55,7.63,4.0,68.0,70.3327644612331,Medium
1.26,0.98,7.05,2.68,0.93,12,418,3,51.33,67,6.945,6.5,23.0,51.52757445007462,Medium
0.69,11.07,0.54,4.72,2.18,13,98,16,70.43,94,7.904999999999999,4.5,71.5,74.2695356776042,High
0.92,9.85,2.39,2.3,5.46,9,267,5,64.25,82,7.1,4.5,74.0,45.89954666387316,Low
7.01,7.52,6.86,1.49,1.8,2,23,11,96.32,51,5.130000000000001,7.0,17.5,51.13716086542222,Medium
7.25,10.64,5.0,2.01,2.37,13,192,14,68.76,79,7.265,5.0,76.0,81.55573192021424,High
7.38,2.75,0.91,4.14,1.54,3,169,11,92.97,85,6.14,6.5,62.0,93.57660459167042,High
6.49,2.66,4.77,5.69,1.5,5,0,9,85.07,51,7.630000000000001,3.0,55.5,87.2617072265656,High
3.21,5.6,4.94,4.23,2.37,14,314,14,58.57,54,5.98,4.0,40.0,74.6022699928713,High
2.09,11.96,0.88,5.95,1.21,3,342,5,56.12,95,5.71,4.5,56.0,50.8888899729114,Medium
9.31,0.61,1.38,3.64,3.71,7,252,18,54.75,55,4.574999999999999,8.0,49.5,77.35324555060873,High
9.17,2.13,4.67,5.68,1.84,4,451,9,89.29,52,7.355,4.5,81.5,87.82555954772073,High
2.8,8.77,3.3,0.85,3.71,3,454,1,42.09,96,6.125,4.5,44.5,63.4779029471825,Medium
2.1,3.47,1.85,1.43,3.73,1,165,2,48.74,62,7.314999999999999,9.0,51.5,44.35922068743673,Low
4.07,6.88,5.02,3.96,5.38,3,477,3,54.81,62,4.89,9.0,64.5,28.3980008111453,Low
0.96,8.71,0.88,2.93,3.41,1,327,10,70.5,36,6.23,6.5,82.0,46.11503276249464,Low
2.04,10.17,0.91,2.18,5.05,2,364,10,65.25,40,8.725,5.0,39.0,45.79665381457709,Low
4.11,6.9,0.08,2.13,4.3,2,365,1,59.14,62,6.785,4.0,36.5,66.04255020804345,Medium
2.77,1.66,5.23,1.81,0.98,3,29,14,98.46,64,5.37,5.0,39.5,71.97953669000253,Medium
7.5,8.48,7.45,4.87,0.66,10,145,14,70.58,53,8.469999999999999,7.0,45.0,68.93291445798512,Medium
9.1,6.26,0.16,2.13,5.27,1,286,13,57.79,45,8.09,4.0,78.5,67.5698411660179,Medium
9.14,8.48,3.21,0.46,0.34,14,447,9,92.36,38,7.914999999999999,5.5,75.5,80.02813058862394,High
6.24,1.16,1.4,0.91,1.48,3,321,11,91.57,31,7.295,4.5,47.5,76.18013960265544,High
7.18,0.54,5.17,2.96,4.02,12,193,4,49.96,36,5.57,6.5,38.0,48.89310815966818,Low
5.19,10.93,3.58,0.77,3.8,3,298,15,98.24,74,8.08,5.5,52.0,86.47783902650043,High
1.89,7.04,4.72,4.99,5.39,1,176,15,80.06,30,4.895,9.0,45.0,24.052825340983283,Low
6.53,2.55,6.72,5.49,1.56,4,3,10,78.55,48,8.565000000000001,2.5,82.5,79.34097924348298,High
3.82,8.6,4.55,0.4,1.58,7,119,6,76.55,94,7.165,8.0,52.0,70.43150132141439,Medium
0.56,8.63,4.29,5.23,2.16,14,201,18,71.27,92,4.995,8.0,69.5,69.59065500958518,Medium
5.96,11.02,1.15,4.12,5.94,8,155,5,59.85,69,5.01,6.5,73.5,45.51293719972889,Low
2.38,9.32,3.7,1.95,0.41,3,179,4,46.82,58,7.24,5.5,44.0,59.50352119518419,Medium
8.92,10.15,5.02,1.51,2.1,4,415,6,54.98,78,4.77,6.5,49.0,73.70533450070322,High
9.37,10.11,5.65,2.43,0.65,10,465,10,40.48,85,7.865,8.5,35.0,70.94110007008504,Medium
2.04,3.88,0.66,3.6,4.68,9,97,18,93.19,37,6.195,2.5,38.0,80.03127436520988,High
0.78,6.5,5.48,1.44,1.51,7,75,12,85.47,78,6.57,3.5,73.0,71.09769603520466,Medium
0.54,0.91,1.57,5.28,0.31,8,411,8,65.86,50,7.825,5.5,58.5,69.50801123949437,Medium
9.17,0.99,5.29,0.17,2.95,6,366,10,84.15,99,6.859999999999999,5.5,56.0,99.44277111960832,High
1.94,10.63,2.24,0.42,3.84,14,186,0,73.86,79,7.075,3.5,71.0,49.87287729341074,Low
4.64,1.09,4.73,2.86,5.01,10,337,2,81.17,53,5.225,6.5,49.5,58.26273071389248,Medium
1.04,6.81,1.24,2.06,0.08,14,124,18,77.64,81,6.6,6.0,75.0,73.6934928478043,High
4.05,11.18,7.68,1.87,4.53,11,15,14,94.48,73,6.68,6.5,68.5,59.38387594007812,Medium
7.96,2.86,5.61,2.74,0.85,11,234,9,40.74,90,5.465,5.5,87.0,87.7290317268539,High
4.36,5.59,2.04,3.44,4.61,12,424,16,44.05,99,6.755,7.0,40.0,81.12961223942827,High
7.87,7.95,6.65,0.89,0.93,11,372,9,72.89,50,6.63,6.5,73.0,70.44559240010145,Medium
7.04,6.96,7.66,5.09,1.81,3,288,6,41.61,33,4.904999999999999,9.0,45.5,28.060423115995835,Low
5.41,4.68,4.34,2.06,0.32,8,422,5,75.69,79,6.325,6.0,31.5,69.28520133202083,Medium
7.51,9.56,2.79,2.95,2.25,5,115,2,62.02,41,5.7,6.5,65.5,55.01065447297755,Medium
8.85,5.21,1.51,3.4,1.47,3,319,3,70.89,50,5.355,4.0,76.0,76.29833309334614,High
8.03,4.94,4.94,3.89,0.75,3,164,3,71.62,71,8.38,6.5,75.0,78.413856965364,High
7.07,0.75,2.0,0.68,1.74,3,40,12,42.81,73,8.035,4.5,75.0,98.268175529103,High
7.17,10.44,7.09,5.07,0.05,5,432,14,46.26,61,6.26,2.5,46.5,72.17309434260646,High
2.03,11.99,2.18,0.39,5.27,11,144,15,67.44,81,6.57,6.0,61.0,65.4360633339762,Medium
9.53,9.05,0.85,1.31,2.69,11,185,16,63.7,75,7.755,6.0,40.0,100.0,High
2.45,11.67,7.91,0.59,2.67,11,288,18,86.32,69,5.735,6.0,37.0,55.513889623269606,Medium
3.82,6.2,3.1,4.58,3.95,7,158,0,63.04,45,7.135,6.0,60.5,47.1209164124688,Low
5.42,7.19,5.25,4.28,1.0,12,44,15,72.31,43,7.49,8.5,64.0,56.56201383986556,Medium
1.7,10.67,2.13,1.79,5.12,3,114,1,40.4,55,6.245,7.0,51.5,40.42275385947073,Low
6.14,6.53,2.0,4.69,0.57,6,68,9,76.44,32,7.710000000000001,7.0,103.0,62.33220193363331,Medium
2.24,1.32,3.44,5.45,2.47,10,434,16,40.79,46,6.035,3.5,52.5,71.03048253541297,Medium
9.27,8.99,6.78,1.11,4.48,7,358,4,82.4,47,8.855,5.0,49.0,38.90419992947504,Low
8.94,2.1,4.51,2.2,2.51,5,21,11,95.18,90,8.57,2.0,41.0,100.0,High
5.67,4.44,4.2,3.17,2.13,6,83,15,42.86,84,8.690000000000001,2.0,41.0,83.98438406047994,High
4.77,10.21,3.08,1.83,3.69,9,35,10,63.79,80,5.165,4.5,67.0,54.7312108003846,Medium
1.47,3.69,1.98,3.99,5.1,9,247,13,65.27,32,7.725,5.5,48.0,61.97661084108804,Medium
8.32,11.25,6.09,5.0,4.1,12,322,18,60.71,84,7.050000000000001,5.5,38.0,80.53712308956554,High
4.1,9.88,0.12,4.38,0.97,2,76,15,41.08,70,7.515000000000001,5.5,97.5,74.4920568444546,High
2.84,11.63,7.5,5.66,3.73,14,225,11,61.3,75,5.345,7.0,69.0,45.42170547708583,Low
9.96,1.71,6.16,2.33,5.81,13,140,8,51.19,51,6.53,4.5,16.5,75.76374574304334,High
6.85,3.89,2.56,1.09,3.12,4,179,14,51.34,75,5.98,7.5,39.5,71.21566787856119,Medium
1.2,9.6,6.7,5.22,2.04,5,488,6,41.85,48,8.065,3.5,63.5,36.81190184183479,Low
8.11,8.24,2.72,5.93,3.72,10,492,1,47.35,37,7.035,4.0,31.5,69.6449445614398,Medium
7.63,9.28,2.54,2.68,0.38,1,398,14,61.88,91,5.5,4.5,43.0,89.2568825301059,High
4.31,10.53,2.46,1.15,4.52,14,148,14,71.0,74,6.27,5.0,75.0,65.29352747339787,Medium
1.68,3.63,3.21,1.73,1.89,2,213,6,54.48,69,8.49,6.5,59.5,52.211885431175375,Medium
5.23,11.68,6.61,2.65,0.37,4,262,17,95.05,70,5.43,5.5,75.5,64.609305439223,Medium
7.75,9.23,2.08,0.84,4.18,12,446,11,67.64,60,5.38,6.5,69.5,66.36763548631278,Medium
1.22,11.4,4.95,2.35,0.92,3,291,3,45.29,32,6.775,3.5,62.5,17.555215390330808,Low
2.05,1.75,1.32,4.18,0.83,5,496,15,54.28,37,6.24,4.5,89.0,75.91238748725156,High
6.38,6.92,7.91,3.12,1.62,3,478,2,61.12,36,5.575,7.0,72.0,40.17333602380082,Low
5.82,9.89,1.78,4.71,1.85,8,407,14,83.4,37,6.795,2.0,30.5,82.73714281181822,High
9.1,1.53,6.66,0.64,2.73,4,61,16,45.82,59,6.69,2.5,33.0,84.09479516534184,High
8.24,6.08,1.88,5.03,4.9,1,337,6,50.04,95,8.065000000000001,2.0,21.5,94.62477767603087,High
9.23,9.67,3.58,2.0,5.52,12,240,5,77.79,55,7.75,6.0,95.5,69.209539488644,Medium
4.93,1.07,2.08,2.12,0.14,12,177,7,60.46,89,6.17,2.5,46.0,76.20756775276858,High
7.98,8.75,5.91,3.56,1.87,14,67,4,78.44,37,7.25,4.0,30.5,52.52175704383573,Medium
0.96,11.64,5.3,4.32,3.39,2,255,0,73.88,70,6.555,6.5,86.0,15.62836616246994,Low
3.3,1.15,0.94,0.93,2.39,14,40,13,56.51,36,8.375,5.0,43.0,57.05841244118351,Medium
6.62,11.06,6.41,0.12,5.09,6,323,8,75.87,81,6.02,4.0,23.0,65.52751930350617,Medium
7.75,5.32,7.19,1.66,0.65,9,382,17,80.86,44,8.870000000000001,7.0,38.5,55.48574923877565,Medium
5.92,0.78,0.53,1.97,4.64,10,46,16,99.61,66,7.199999999999999,5.0,69.0,100.0,High
5.07,4.5,0.78,0.91,3.55,9,274,0,53.93,85,6.0,6.5,54.0,74.78769220925908,High
2.72,4.0,0.48,4.6,2.67,5,163,12,51.78,92,6.81,6.5,48.0,77.17057254888269,High
2.15,3.36,2.08,3.93,3.63,4,439,2,80.1,80,5.415,6.5,61.0,54.11141316530862,Medium
8.82,10.03,7.5,1.22,5.84,6,400,4,63.64,74,6.98,7.0,30.5,44.45799831536923,Low
1.85,5.7,1.52,0.93,0.45,4,96,5,71.01,43,8.969999999999999,5.5,51.5,47.44031866142123,Low
4.64,4.04,7.69,2.92,1.9,4,161,17,63.13,35,7.399999999999999,4.5,90.5,64.83591686916083,Medium
8.94,4.07,2.42,5.13,3.5,14,253,7,43.43,75,7.975,7.5,86.0,84.61428515932211,High
1.9,11.91,6.2,2.25,3.87,4,191,18,71.08,47,6.275,4.5,15.0,37.0822106273277,Low
1.71,7.62,4.74,3.78,0.56,4,292,2,60.76,33,7.63,6.5,69.0,33.33787093077743,Low
7.08,0.98,1.78,1.34,1.08,11,442,12,66.01,42,7.175,2.5,58.5,83.32673648448457,High
3.65,10.71,6.9,5.43,0.52,8,358,11,68.47,34,5.69,6.0,74.0,32.35182780998319,Low
4.64,8.86,0.35,4.89,3.42,8,234,14,87.52,68,6.279999999999999,5.5,34.5,62.56391726358432,Medium
6.44,2.93,0.09,4.99,5.33,2,385,18,98.82,88,8.11,5.5,54.0,93.41958810321069,High
4.1,1.81,3.48,0.06,5.66,1,38,11,92.18,81,6.94,7.0,74.5,86.21829656173948,High
8.1,4.84,3.36,2.93,2.12,3,362,10,64.82,97,8.185,2.5,68.0,87.14689817761297,High
9.71,2.89,5.27,0.16,1.66,13,132,16,56.16,67,7.939999999999999,4.0,101.0,82.32143009193969,High
9.36,8.57,0.25,5.09,0.23,9,492,16,63.39,82,7.49,6.0,72.0,100.0,High
5.68,2.5,5.46,1.03,2.48,14,492,3,88.6,62,5.57,6.5,62.0,47.82789167570306,Low
3.87,6.52,4.36,4.35,0.06,5,478,17,87.52,34,7.77,6.0,73.0,77.23620580192578,High
4.62,7.83,2.62,1.49,5.09,8,212,15,87.16,65,6.505,7.0,66.0,58.63429000781545,Medium
3.64,8.19,3.81,5.01,2.91,11,435,9,59.47,69,7.24,5.0,69.0,79.6515910270853,High
4.7,9.31,0.53,1.88,5.84,12,232,12,70.87,34,8.030000000000001,6.0,41.5,48.47645348039299,Low
0.62,6.28,3.56,0.25,1.47,12,37,17,92.92,40,8.74,6.0,47.0,57.38360528226988,Medium
1.02,2.93,4.37,0.28,2.99,5,101,8,63.23,68,7.18,8.0,72.5,43.44236511964973,Low
7.83,4.4,5.15,5.15,4.88,10,178,15,70.13,33,5.3100000000000005,5.0,43.5,63.82682994439024,Medium
3.68,4.87,0.07,5.37,1.32,13,285,18,65.62,73,5.76,6.0,65.0,80.77176321256103,High
8.05,8.41,6.14,4.48,2.5,5,200,8,48.16,75,5.885,8.0,37.5,60.136249682508335,Medium
5.06,7.7,2.41,5.83,5.19,1,337,1,90.3,86,7.13,7.0,79.0,59.11707477611786,Medium
8.16,6.19,2.87,5.49,4.11,9,163,8,70.53,74,8.004999999999999,8.0,42.5,73.21092670673696,High
6.8,5.94,6.0,4.3,3.9,9,67,16,90.43,88,7.89,3.0,60.0,100.0,High
2.41,1.19,7.87,0.07,3.44,13,372,14,69.52,87,7.605,2.0,45.0,79.19684826785674,High
4.75,8.43,4.36,1.13,3.16,10,265,8,54.92,33,8.645,7.0,38.5,49.67628307348989,Low
7.19,9.75,0.85,1.31,2.86,11,374,5,42.38,71,8.34,6.5,39.0,43.81730667748492,Low
3.64,10.72,5.06,1.68,0.65,5,36,9,68.31,97,5.915,7.5,36.5,47.39976066629848,Low
2.34,0.73,8.0,1.63,2.2,3,249,9,71.98,42,6.625,8.0,47.5,43.79493244718654,Low
5.63,10.56,0.02,1.15,2.97,13,195,8,64.48,58,6.335,5.5,59.5,58.83777315591798,Medium
3.1,10.57,0.41,2.91,5.81,13,100,3,62.32,72,5.08,6.0,63.0,40.865175418351626,Low
6.15,8.13,3.55,5.77,1.99,8,332,15,52.14,90,7.28,3.0,36.5,95.76851455681546,High
3.08,3.7,0.11,0.28,1.28,9,22,0,90.79,87,7.175,7.0,51.0,70.31282195246897,Medium
9.11,10.76,2.63,1.02,0.15,7,309,2,55.66,73,7.57,7.5,50.0,63.43318877490395,Medium
3.77,4.5,1.71,2.19,2.8,3,193,10,79.94,87,8.295,7.0,74.5,74.93710145388974,High
9.12,7.18,4.78,3.66,1.3,9,397,12,95.92,49,7.8,3.5,74.5,77.99512248653764,High
3.16,5.57,1.74,0.81,3.82,6,424,15,41.63,44,5.545,5.0,84.5,53.76602139347614,Medium
6.24,10.69,2.38,3.36,3.36,8,249,16,88.76,64,5.734999999999999,5.0,28.0,67.01779364068544,Medium
1.74,3.47,7.5,0.8,3.38,9,432,12,94.35,46,6.19,5.5,45.5,42.72624501238086,Low
7.89,4.31,5.21,1.22,2.72,1,364,14,42.9,96,7.880000000000001,6.0,32.5,91.36253551367037,High
2.4,5.19,6.22,0.1,4.19,12,300,16,89.23,60,8.075,7.0,77.0,63.467135328305,Medium
8.71,10.33,4.28,5.76,3.7,2,170,17,66.11,40,6.140000000000001,7.5,92.5,64.23105710228934,Medium
4.8,4.16,0.87,1.57,4.65,14,422,1,56.55,59,8.08,6.5,104.0,57.38980977493868,Medium
1.4,3.82,3.55,3.67,4.38,7,436,9,43.07,61,7.08,2.0,49.5,63.95896731265705,Medium
3.95,9.65,1.69,1.49,0.69,3,395,4,95.92,48,6.295,7.0,77.0,49.99332401913008,Low
7.91,4.96,2.11,5.56,5.84,1,115,19,77.69,67,8.805,6.0,70.5,77.37312029934039,High
1.22,8.15,6.73,0.27,1.33,9,400,15,51.09,55,5.96,6.0,66.5,41.90011438305065,Low
6.44,10.57,7.15,2.96,4.5,1,241,7,82.18,74,7.115,3.0,25.5,58.30666103431399,Medium
5.32,3.09,1.79,1.96,4.69,3,393,0,81.46,83,7.245,8.5,39.0,54.33614479761808,Medium
3.44,5.84,3.55,2.19,3.34,14,173,9,93.79,71,7.355,7.5,45.5,63.82379747358571,Medium
7.68,6.1,7.75,0.61,0.66,5,97,18,88.64,51,8.115,4.0,36.0,83.86761848091034,High
1.0,7.04,4.9,2.35,0.97,2,440,0,61.48,53,7.58,4.5,54.0,61.40298089976978,Medium
5.23,11.06,6.46,4.4,5.67,6,49,11,70.45,45,7.465,7.5,84.5,39.87344403999353,Low
5.32,11.78,4.32,4.1,2.82,4,488,9,88.02,60,8.190000000000001,5.0,69.5,62.86318774313483,Medium
1.32,9.71,3.9,5.51,2.19,2,418,13,69.82,39,5.67,3.5,79.5,54.22711034700281,Medium
1.79,0.84,5.8,0.36,4.82,9,55,18,87.85,46,5.2,8.5,69.0,56.65525129791624,Medium
4.39,1.85,2.55,5.42,1.31,10,66,6,88.28,41,7.425,6.0,43.0,81.36621138027091,High
5.6,1.85,5.14,2.71,3.24,12,245,12,96.83,84,5.07,6.0,84.0,70.40630893637827,Medium
1.01,6.61,4.15,2.52,3.14,13,376,2,46.86,32,7.21,4.0,32.0,46.6345366938329,Low
0.61,1.0,5.81,2.58,0.2,14,395,17,74.93,75,5.665,5.5,93.0,75.4731971464421,High
2.33,6.38,1.1,4.17,3.24,5,154,8,55.81,30,6.28,3.0,45.5,58.37649777622631,Medium
5.13,9.15,5.4,2.69,2.94,10,271,9,95.96,40,7.42,3.0,79.5,76.8467346053809,High
0.88,3.97,5.11,5.87,4.12,3,135,4,90.06,79,7.825,5.0,47.0,63.54549316856662,Medium
7.47,5.9,7.23,4.08,4.83,2,358,19,57.8,90,6.955,5.5,55.0,78.69429195019134,High
1.94,1.61,3.01,3.63,5.28,5,170,13,97.7,94,6.195,6.0,24.0,79.4640645103073,High
7.84,1.29,6.83,0.95,0.95,3,462,1,73.47,58,6.29,7.5,87.0,61.25676269994033,Medium
2.44,6.64,0.28,1.43,1.01,1,242,6,77.81,57,6.745,6.5,40.0,61.81243730079071,Medium
3.79,0.64,2.26,4.08,5.36,3,187,7,56.3,68,5.245,7.5,25.5,49.57134677336559,Low
5.05,8.59,0.75,2.27,0.37,12,484,8,55.47,57,4.609999999999999,7.0,17.0,46.51899825790462,Low
3.8,2.13,2.0,4.6,4.12,10,114,12,98.43,48,5.5200000000000005,8.0,64.0,65.30140815402555,Medium
0.72,10.78,2.7,2.57,3.59,11,371,15,42.8,51,5.484999999999999,5.0,47.5,46.772725311052,Low
9.13,10.28,4.95,5.23,4.0,1,15,4,82.47,69,4.904999999999999,3.5,66.5,58.82104965371322,Medium
3.22,3.11,0.51,3.58,5.87,8,11,12,46.65,58,6.02,5.0,81.5,77.14587002388527,High
1.79,3.2,1.68,5.07,1.96,2,37,8,68.51,80,6.365,3.0,48.0,77.71217988197003,High
1.76,0.92,5.81,5.29,4.16,2,382,5,68.26,67,6.605,7.0,86.5,44.79049015733073,Low
9.76,11.81,5.5,1.97,5.34,7,422,3,88.84,88,8.195,5.5,21.0,58.77826316465074,Medium
1.67,1.14,4.62,2.36,5.05,1,169,7,55.65,65,5.995,6.5,53.0,54.32020840111993,Medium
3.79,6.02,5.64,4.34,3.39,12,152,3,48.94,63,8.0,9.0,99.5,31.91704061198675,Low
1.14,10.27,5.77,0.74,4.78,2,366,9,81.63,97,8.665000000000001,4.0,60.5,57.50764627950823,Medium
7.49,2.34,1.67,0.86,2.87,2,416,6,74.26,91,9.135,5.0,47.0,83.41605925601439,High
6.17,9.37,4.25,4.93,1.2,6,149,10,75.93,36,5.945,8.0,72.5,57.390817484841136,Medium
5.57,2.44,5.73,0.08,0.85,11,289,4,64.1,36,4.655,7.5,67.0,28.275138956556887,Low
8.63,4.0,5.35,0.23,1.79,1,193,1,57.68,51,8.36,3.5,71.0,73.81030990256457,High
5.95,3.44,3.75,3.45,0.38,13,489,14,84.34,60,6.720000000000001,6.0,58.0,93.10654929560944,High
9.58,1.04,3.43,5.78,1.64,5,435,16,81.77,78,6.995,7.5,76.0,99.27459799258096,High
6.42,1.91,2.03,5.6,1.73,5,161,6,90.82,77,8.35,7.0,80.0,81.30676985266636,High
3.87,8.27,3.09,2.65,3.6,11,242,14,87.5,36,7.225,5.5,85.0,69.70788895056454,Medium
0.85,1.49,5.3,4.79,5.08,1,21,6,74.66,35,7.98,6.5,57.0,57.774572523142325,Medium
7.39,11.72,3.17,4.18,3.72,5,48,16,89.89,33,6.37,4.5,94.0,70.8146555755902,Medium
4.05,3.5,4.58,4.82,5.21,8,209,14,55.52,48,5.785,6.5,87.5,47.782736273935015,Low
6.19,1.76,7.55,1.46,2.25,2,67,11,76.67,44,6.744999999999999,6.5,41.0,71.62169735196578,Medium
8.83,4.78,0.38,1.96,0.18,1,427,17,59.96,88,6.734999999999999,4.5,21.0,99.2675621437242,High
0.57,3.67,6.04,4.66,0.31,7,181,0,86.26,68,7.85,2.5,42.0,55.57977536462963,Medium
